dataset,photon_pt,photon_sieie,n,weight_nominal:sumw,weight_nominal:sumw2
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.01, 0.011)",165,-2.2536249143305164e-05,7.5208175594317319e-11
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.011, 0.012)",15,1.914232727435375e-06,5.6708928158638587e-12
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.012, 0.013000000000000001)",10,8.4014413652525426e-07,2.8366498153265048e-12
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.014, 0.015)",3,1.3932656762340016e-06,9.7478954940184428e-13
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.015, 0.016)",2,2.173768020657909e-07,4.072958245033457e-13
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.016, 0.017)",3,1.0445539638793368e-06,5.8387041921725693e-13
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.017, 0.018000000000000002)",1,5.6657199420308849e-07,3.2100382461526452e-13
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.018000000000000002, 0.019)",1,5.5025476242303076e-07,3.0278030356922605e-13
G1Jet_Pt-400To650,"[250.0, 300.0)","[0.019, 0.02)",1,5.8295569232082216e-07,3.3983733920924905e-13
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.0, 0.001)",36,9.6956895608392043e-06,1.3807896852871476e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.001, 0.002)",40,5.8844944590051598e-06,1.3727566329998789e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.002, 0.003)",76,3.4230151391263596e-06,2.3674591435506642e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.003, 0.004)",78,1.7335657465747114e-05,2.5722807796859604e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.004, 0.005)",128,8.2290535938868497e-06,4.3586673144195424e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.005, 0.006)",181,2.3680209886825473e-05,6.3006337961783393e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.006, 0.007)",320,3.3657978310413399e-05,1.136365294102173e-10
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.007, 0.008)",3751,0.00032114114318051887,1.3105176299115146e-09
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.008, 0.009000000000000001)",125124,0.0070892917346050592,4.3134855390148834e-08
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.009000000000000001, 0.01)",281587,0.014097098804639881,9.7654430872094806e-08
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.01, 0.011)",4665,0.00029208662843304941,1.5866156891436599e-09
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.011, 0.012)",377,8.9301311314048939e-05,1.3043424303899638e-10
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.012, 0.013000000000000001)",76,1.4484743418488779e-05,2.4532456721872346e-11
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.013000000000000001, 0.014)",6,2.1810259527308074e-06,2.0960004343053435e-12
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.014, 0.015)",5,2.0687350281955467e-06,1.3533144605447742e-12
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.015, 0.016)",5,1.3041718847267291e-06,1.3769696775152484e-12
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.016, 0.017)",2,6.1812282264255925e-07,3.277654702936793e-13
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.017, 0.018000000000000002)",1,1.2097662638899639e-07,1.4635344132462819e-14
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.018000000000000002, 0.019)",3,5.4037787593857968e-07,1.2609053922233932e-12
G1Jet_Pt-400To650,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.0, 0.001)",54,2.1422691351122854e-05,2.0772612866424076e-11
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.001, 0.002)",90,3.2597012143839489e-05,3.3049137758481251e-11
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.002, 0.003)",186,7.247811579894314e-05,6.5096454304920896e-11
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.003, 0.004)",236,8.2642394614792976e-05,7.265190551499568e-11
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.004, 0.005)",367,0.00013480540591013324,1.2490199508362667e-10
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.005, 0.006)",583,0.00020492752825846186,2.0354179899446623e-10
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.006, 0.007)",1034,0.0003595631334962384,3.5568208910154264e-10
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.007, 0.008)",10995,0.0038643266296663269,3.8233837865680026e-09
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.008, 0.009000000000000001)",521599,0.18630979953896587,1.8102753537135338e-07
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.009000000000000001, 0.01)",1258910,0.45332156098279369,4.3641237828826535e-07
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.01, 0.011)",18242,0.0066178871571181824,6.2773934971227451e-09
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.011, 0.012)",510,0.00016972309311175359,1.79971403372927e-10
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.012, 0.013000000000000001)",47,1.7073026118985871e-05,1.6473234037934559e-11
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.013000000000000001, 0.014)",11,2.1807179459149458e-06,2.5526189181857991e-12
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.014, 0.015)",9,2.2742734583398674e-06,2.5516581903124208e-12
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.015, 0.016)",3,-9.6248073928949745e-07,6.0875361443936551e-13
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.016, 0.017)",2,-1.8768523866580765e-08,6.8499412335072288e-13
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.017, 0.018000000000000002)",2,-5.9958057797314715e-07,3.5949686948261317e-13
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.018000000000000002, 0.019)",1,7.0180738650605994e-07,4.9253360775446623e-13
G1Jet_Pt-400To650,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.0, 0.001)",16,5.7974255030941702e-06,5.095563352022476e-12
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.001, 0.002)",19,8.47105186564383e-06,6.0428789575960622e-12
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.002, 0.003)",56,2.7103620075646328e-05,1.9930407600109019e-11
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.003, 0.004)",88,2.6705450261941212e-05,2.7803158079023105e-11
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.004, 0.005)",130,4.7810030825821264e-05,4.5223608761891055e-11
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.005, 0.006)",201,7.0401372357924163e-05,6.6751551389465118e-11
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.006, 0.007)",360,0.00012831038554399042,1.2335263808602317e-10
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.007, 0.008)",3181,0.0011531187224066485,1.1182390120018976e-09
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.008, 0.009000000000000001)",193931,0.071093766089007235,6.7320857105724662e-08
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.009000000000000001, 0.01)",497294,0.18296673244007194,1.728794653137555e-07
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.01, 0.011)",7010,0.0025894147866815423,2.4019287629967298e-09
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.011, 0.012)",167,5.9927961215610752e-05,6.1092093595820954e-11
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.012, 0.013000000000000001)",14,9.1067275614722987e-06,7.9663666891576597e-12
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.013000000000000001, 0.014)",2,8.7827647304228242e-07,4.1777818586076938e-13
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.014, 0.015)",2,5.1839540181976286e-07,2.2267724856927518e-13
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.015, 0.016)",0,,
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.016, 0.017)",0,,
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.017, 0.018000000000000002)",1,7.5695417369704227e-07,5.7297962107737204e-13
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-400To650,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.0, 0.001)",2,1.3228150289108757e-06,8.7912763248373378e-13
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.001, 0.002)",5,2.7313463344268878e-06,1.4976179140182165e-12
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.002, 0.003)",15,7.3042823055703735e-06,5.3651421704426681e-12
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.003, 0.004)",30,3.0454313082558494e-06,1.0310922817704377e-11
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.004, 0.005)",44,1.4035299630946648e-05,1.5376020819831377e-11
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.005, 0.006)",64,1.6908227027123542e-05,2.2171788867656509e-11
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.006, 0.007)",98,2.5074072913119658e-05,3.2348408045034687e-11
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.007, 0.008)",872,0.000270036796062474,2.9818308535313285e-10
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",61675,0.019479344991425916,2.1569702264839166e-08
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",166602,0.052480176629151547,5.8281200327015401e-08
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.01, 0.011)",2328,0.00078934648870620551,8.0834102297905046e-10
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.011, 0.012)",38,1.2517003970203463e-05,1.1044616276664319e-11
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",3,1.3920542608764617e-06,8.3999557516916866e-13
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",2,1.1649039424461142e-06,6.7858575753382532e-13
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.014, 0.015)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-400To650,"[600.0, 1000.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.0, 0.001)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.001, 0.002)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.002, 0.003)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.003, 0.004)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.004, 0.005)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.005, 0.006)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.006, 0.007)",1,4.4784820677641997e-07,2.0056801631285502e-13
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.007, 0.008)",4,1.901579078399494e-06,9.2376487658693054e-13
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.008, 0.009000000000000001)",17,5.9063723379680365e-06,3.7637008750984409e-12
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.009000000000000001, 0.01)",51,1.7066262693172901e-05,1.08433572661356e-11
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.01, 0.011)",3,7.4209835428122915e-07,3.8426597667498206e-13
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.011, 0.012)",1,0,0
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.013000000000000001, 0.014)",1,4.7158609174408574e-07,2.2239344192646125e-13
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.014, 0.015)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[200.0, 250.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.0, 0.001)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.001, 0.002)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.002, 0.003)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.003, 0.004)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.004, 0.005)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.005, 0.006)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.006, 0.007)",1,1.9774541581764336e-07,3.9103249476892678e-14
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.007, 0.008)",2,9.5461162185324578e-07,4.5565808457346307e-13
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.008, 0.009000000000000001)",41,6.9445153111528584e-06,8.2622901772150641e-12
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.009000000000000001, 0.01)",95,1.7941776336792737e-05,2.0021413559661834e-11
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.01, 0.011)",3,7.592785190315725e-08,3.0428909673638802e-13
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.011, 0.012)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.012, 0.013000000000000001)",1,4.8556212160355013e-07,2.3577057393614081e-13
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.014, 0.015)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[250.0, 300.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.0, 0.001)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.001, 0.002)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.002, 0.003)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.003, 0.004)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.004, 0.005)",1,-4.5206393447949785e-07,2.0436180085708372e-13
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.005, 0.006)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.006, 0.007)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.007, 0.008)",3,-1.5365136222499426e-06,7.8963764814796625e-13
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.008, 0.009000000000000001)",97,8.9370396613141407e-06,2.1613295843160639e-11
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.009000000000000001, 0.01)",235,1.057150040288977e-05,4.7703095886686471e-11
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.01, 0.011)",2,-2.8672290535172674e-08,4.3964175498774383e-13
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.011, 0.012)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.012, 0.013000000000000001)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.014, 0.015)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[300.0, 400.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.0, 0.001)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.001, 0.002)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.002, 0.003)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.003, 0.004)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.004, 0.005)",1,4.8813034390286014e-08,2.382712326387245e-15
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.005, 0.006)",2,-1.2182960634992315e-07,3.7821763352139578e-13
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.006, 0.007)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.007, 0.008)",10,-2.6377107941596235e-06,2.3431849868640885e-12
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.008, 0.009000000000000001)",343,-5.0035580465263486e-05,7.8737312774266402e-11
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.009000000000000001, 0.01)",986,-0.00011219031939820504,2.2955002809377104e-10
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.01, 0.011)",11,-1.9451957771926456e-06,2.4481338198202953e-12
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.011, 0.012)",3,-1.8712391717345511e-07,7.9951450178198419e-13
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.012, 0.013000000000000001)",1,3.0298538852143882e-07,9.1800145657487232e-14
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.014, 0.015)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[400.0, 500.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.0, 0.001)",1,-3.0009647461348861e-07,9.0057894075444218e-14
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.001, 0.002)",1,5.906293072413269e-07,3.4884297857236972e-13
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.002, 0.003)",1,-4.691365784932779e-07,2.2008912928037949e-13
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.003, 0.004)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.004, 0.005)",3,-7.3736267007504906e-07,9.9601133326390598e-13
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.005, 0.006)",2,3.4273646553930053e-09,4.0723714227599288e-13
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.006, 0.007)",7,1.6538151316981009e-06,1.4958023340869008e-12
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.007, 0.008)",54,2.0943824213029874e-07,1.1518955958405524e-11
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.008, 0.009000000000000001)",2973,-0.00027416549659377444,6.5324510162723134e-10
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.009000000000000001, 0.01)",7973,-0.00066488054766463734,1.7782054344158422e-09
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.01, 0.011)",135,-8.3759800242431648e-07,2.874871434156924e-11
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.011, 0.012)",18,6.2329224629062935e-07,4.3341600190200062e-12
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.012, 0.013000000000000001)",4,1.0372246461409453e-06,8.7605727600708921e-13
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.013000000000000001, 0.014)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.014, 0.015)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.017, 0.018000000000000002)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[500.0, 600.0)","[0.019, 0.02)",0,,
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.0, 0.001)",5,2.0217229855545934e-06,1.0792372813122809e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.001, 0.002)",7,2.0320262120184806e-06,1.6172748183187026e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.002, 0.003)",16,5.3512995428217619e-06,4.0584965042117635e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.003, 0.004)",38,1.0898520213150483e-05,7.767116109347928e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.004, 0.005)",44,1.278688938603467e-05,9.0442082458569477e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.005, 0.006)",103,1.9499199543647032e-05,2.4238414532488663e-11
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.006, 0.007)",174,4.4641619270768401e-05,3.5547203803894409e-11
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.007, 0.008)",1107,0.00030301821092075564,2.5012113276724075e-10
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.008, 0.009000000000000001)",84767,0.022727897010730028,1.8630032295567051e-08
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.009000000000000001, 0.01)",236080,0.063167966828089214,5.2180030859293522e-08
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.01, 0.011)",3359,0.00087944213555801916,7.4181399763840098e-10
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.011, 0.012)",81,2.5022989932364125e-05,1.7751284933289659e-11
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.012, 0.013000000000000001)",4,8.2110356373619781e-07,1.0511390928903945e-12
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.013000000000000001, 0.014)",1,2.1008399916577704e-07,4.4135286705486207e-14
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.014, 0.015)",1,-3.61318465775173e-07,1.3055103371012486e-13
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.015, 0.016)",0,,
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.016, 0.017)",0,,
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.017, 0.018000000000000002)",1,-6.4710463059217702e-07,4.1874440293383788e-13
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.018000000000000002, 0.019)",0,,
G1Jet_Pt-650ToInf,"[600.0, 1000.0)","[0.019, 0.02)",0,,
EGamma_Run2018A,"[200.0, 250.0)","[0.0, 0.001)",0,,
EGamma_Run2018A,"[200.0, 250.0)","[0.001, 0.002)",2,,
EGamma_Run2018A,"[200.0, 250.0)","[0.002, 0.003)",5,,
EGamma_Run2018A,"[200.0, 250.0)","[0.003, 0.004)",2,,
EGamma_Run2018A,"[200.0, 250.0)","[0.004, 0.005)",17,,
EGamma_Run2018A,"[200.0, 250.0)","[0.005, 0.006)",17,,
EGamma_Run2018A,"[200.0, 250.0)","[0.006, 0.007)",85,,
EGamma_Run2018A,"[200.0, 250.0)","[0.007, 0.008)",1052,,
EGamma_Run2018A,"[200.0, 250.0)","[0.008, 0.009000000000000001)",17264,,
EGamma_Run2018A,"[200.0, 250.0)","[0.009000000000000001, 0.01)",30111,,
EGamma_Run2018A,"[200.0, 250.0)","[0.01, 0.011)",1321,,
EGamma_Run2018A,"[200.0, 250.0)","[0.011, 0.012)",436,,
EGamma_Run2018A,"[200.0, 250.0)","[0.012, 0.013000000000000001)",249,,
EGamma_Run2018A,"[200.0, 250.0)","[0.013000000000000001, 0.014)",135,,
EGamma_Run2018A,"[200.0, 250.0)","[0.014, 0.015)",50,,
EGamma_Run2018A,"[200.0, 250.0)","[0.015, 0.016)",20,,
EGamma_Run2018A,"[200.0, 250.0)","[0.016, 0.017)",14,,
EGamma_Run2018A,"[200.0, 250.0)","[0.017, 0.018000000000000002)",5,,
EGamma_Run2018A,"[200.0, 250.0)","[0.018000000000000002, 0.019)",1,,
EGamma_Run2018A,"[200.0, 250.0)","[0.019, 0.02)",2,,
EGamma_Run2018A,"[250.0, 300.0)","[0.0, 0.001)",1,,
EGamma_Run2018A,"[250.0, 300.0)","[0.001, 0.002)",3,,
EGamma_Run2018A,"[250.0, 300.0)","[0.002, 0.003)",3,,
EGamma_Run2018A,"[250.0, 300.0)","[0.003, 0.004)",9,,
EGamma_Run2018A,"[250.0, 300.0)","[0.004, 0.005)",18,,
EGamma_Run2018A,"[250.0, 300.0)","[0.005, 0.006)",31,,
EGamma_Run2018A,"[250.0, 300.0)","[0.006, 0.007)",91,,
EGamma_Run2018A,"[250.0, 300.0)","[0.007, 0.008)",1337,,
EGamma_Run2018A,"[250.0, 300.0)","[0.008, 0.009000000000000001)",24438,,
EGamma_Run2018A,"[250.0, 300.0)","[0.009000000000000001, 0.01)",43843,,
EGamma_Run2018A,"[250.0, 300.0)","[0.01, 0.011)",1748,,
EGamma_Run2018A,"[250.0, 300.0)","[0.011, 0.012)",574,,
EGamma_Run2018A,"[250.0, 300.0)","[0.012, 0.013000000000000001)",433,,
EGamma_Run2018A,"[250.0, 300.0)","[0.013000000000000001, 0.014)",266,,
EGamma_Run2018A,"[250.0, 300.0)","[0.014, 0.015)",150,,
EGamma_Run2018A,"[250.0, 300.0)","[0.015, 0.016)",84,,
EGamma_Run2018A,"[250.0, 300.0)","[0.016, 0.017)",24,,
EGamma_Run2018A,"[250.0, 300.0)","[0.017, 0.018000000000000002)",13,,
EGamma_Run2018A,"[250.0, 300.0)","[0.018000000000000002, 0.019)",7,,
EGamma_Run2018A,"[250.0, 300.0)","[0.019, 0.02)",3,,
EGamma_Run2018A,"[300.0, 400.0)","[0.0, 0.001)",0,,
EGamma_Run2018A,"[300.0, 400.0)","[0.001, 0.002)",1,,
EGamma_Run2018A,"[300.0, 400.0)","[0.002, 0.003)",3,,
EGamma_Run2018A,"[300.0, 400.0)","[0.003, 0.004)",4,,
EGamma_Run2018A,"[300.0, 400.0)","[0.004, 0.005)",8,,
EGamma_Run2018A,"[300.0, 400.0)","[0.005, 0.006)",19,,
EGamma_Run2018A,"[300.0, 400.0)","[0.006, 0.007)",55,,
EGamma_Run2018A,"[300.0, 400.0)","[0.007, 0.008)",654,,
